央视频道,#genre#
云南卫视,http://112.17.40.140/PLTV/88888888/224/3221226241/index.m3u8
兵团卫视,http://112.17.40.140/PLTV/88888888/224/3221226186/index.m3u8
内蒙古卫视,http://112.17.40.140/PLTV/88888888/224/3221226174/index.m3u8
吉林卫视,http://112.17.40.140/PLTV/88888888/224/3221226158/index.m3u8
四川卫视,http://112.17.40.140/PLTV/88888888/224/3221226215/index.m3u8
宁夏卫视,http://112.17.40.140/PLTV/88888888/224/3221226209/index.m3u8
山东卫视HD,http://112.17.40.140/PLTV/88888888/224/3221226587/index.m3u8
山东教育卫视,http://112.17.40.140/PLTV/88888888/224/3221226652/index.m3u8
山西卫视,http://112.17.40.140/PLTV/88888888/224/3221226114/index.m3u8
广西卫视,http://112.17.40.140/PLTV/88888888/224/3221226211/index.m3u8
新疆卫视,http://112.17.40.140/PLTV/88888888/224/3221226124/index.m3u8
旅游卫视,http://112.17.40.140/PLTV/88888888/224/3221226116/index.m3u8
江西卫视HD,http://112.17.40.140/PLTV/88888888/224/3221226128/index.m3u8
河南卫视,http://112.17.40.140/PLTV/88888888/224/3221226130/index.m3u8
湖北卫视HD,http://112.17.40.140/PLTV/88888888/224/3221226494/index.m3u8
甘肃卫视,http://112.17.40.140/PLTV/88888888/224/3221226187/index.m3u8
西藏卫视,http://112.17.40.140/PLTV/88888888/224/3221226160/index.m3u8
贵州卫视,http://112.17.40.140/PLTV/88888888/224/3221226146/index.m3u8
辽宁卫视HD,http://112.17.40.140/PLTV/88888888/224/3221226148/index.m3u8
重庆卫视HD,http://112.17.40.140/PLTV/88888888/224/3221226217/index.m3u8
陕西卫视,http://112.17.40.140/PLTV/88888888/224/3221226177/index.m3u8
黑龙江卫视HD,http://112.17.40.140/PLTV/88888888/224/3221226492/index.m3u8
北京纪实,http://112.17.40.140/PLTV/88888888/224/3221226746/index.m3u8
新闻综合,http://112.17.40.140/PLTV/88888888/224/3221226358/index.m3u8
音乐台HD,http://112.17.40.140/PLTV/88888888/224/3221226120/index.m3u8
科教HD,http://112.17.40.140/PLTV/88888888/224/3221226179/index.m3u8
纪录HD,http://112.17.40.140/PLTV/88888888/224/3221226360/index.m3u8
综合HD,http://112.17.40.140/PLTV/88888888/224/3221226479/index.m3u8
四海钓鱼,http://112.17.40.140/PLTV/88888888/224/3221226533/index.m3u8
电影HD,http://112.17.40.140/PLTV/88888888/224/3221226176/index.m3u8 
电影2HD,http://112.17.40.140/PLTV/88888888/224/3221226245/index.m3u8
电视剧HD,http://112.17.40.140/PLTV/88888888/224/3221226181/index.m3u8
华数,http://112.17.40.140/PLTV/88888888/224/3221226326/index.m3u8
 快乐宠物,http://112.17.40.140/PLTV/88888888/224/3221226748/index.m3u8
 房产电视,http://112.17.40.140/PLTV/88888888/224/3221226356/index.m3u8
 车迷频道,http://112.17.40.140/PLTV/88888888/224/3221226837/index.m3u8
 黑莓电影,http://112.17.40.140/PLTV/88888888/224/3221226755/index.m3u8
 黑莓动画,http://112.17.40.140/PLTV/88888888/224/3221226654/index.m3u8
 黑莓电竞,http://112.17.40.140/PLTV/88888888/224/3221226724/index.m3u8
游戏HD,http://112.17.40.140/PLTV/88888888/224/3221226481/index.m3u8
 游戏风云,http://112.17.40.140/PLTV/88888888/224/3221226726/index.m3u8
 金鹰纪实,http://112.17.40.140/PLTV/88888888/224/3221226831/index.m3u8
 金鹰卡通,http://112.17.40.140/PLTV/88888888/224/3221226190/index.m3u8
优优宝贝,http://112.17.40.140/PLTV/88888888/224/3221226829/index.m3u8
 优漫卡通,http://112.17.40.140/PLTV/88888888/224/3221226172/index.m3u8
 哈哈炫动,http://112.17.40.140/PLTV/88888888/224/3221226745/index.m3u8
 嘉佳卡通,http://112.17.40.140/PLTV/88888888/224/3221226461/index.m3u8
 动漫电影HD,http://112.17.40.140/PLTV/88888888/224/3221226178/index.m3u8
北京卡酷,http://112.17.40.140/PLTV/88888888/224/3221226184/index.m3u8
好易购,http://112.17.40.140/PLTV/88888888/224/3221226425/index.m3u8
浙江卫视HD,http://112.17.40.140/PLTV/88888888/224/3221226474/index.m3u8
浙江公共新闻,http://112.17.40.140/PLTV/88888888/224/3221226324/index.m3u8
浙江地方,http://112.17.40.140/PLTV/88888888/224/3221226118/index.m3u8
浙江少儿,http://112.17.40.140/PLTV/88888888/224/3221226251/index.m3u8
浙江影视娱乐,http://112.17.40.140/PLTV/88888888/224/3221226273/index.m3u8
浙江数码时代,http://112.17.40.140/PLTV/88888888/224/3221226638/index.m3u8
浙江经济生活,http://112.17.40.140/PLTV/88888888/224/3221226423/index.m3u8
浙江钱江,http://112.17.40.140/PLTV/88888888/224/3221226275/index.m3u8
移动IPTV杭州6,http://112.17.40.140/PLTV/88888888/224/3221226237/index.m3u8
移动IPTVHTV1,http://112.17.40.140/PLTV/88888888/224/3221226170/index.m3u8
 移动IPTVHTV2,http://112.17.40.140/PLTV/88888888/224/3221226212/index.m3u8
移动IPTVHTV3,http://112.17.40.140/PLTV/88888888/224/3221226477/index.m3u8
 移动IPTVHTV4,http://112.17.40.140/PLTV/88888888/224/3221226362/index.m3u8
移动IPTV  HTV5,http://112.17.40.140/PLTV/88888888/224/3221226354/index.m3u8
移动IPTV  HTV6,http://112.17.40.140/PLTV/88888888/224/3221226352/index.m3u8
移动IPTV  NBTV1,http://112.17.40.140/PLTV/88888888/224/3221226736/index.m3u8
移动IPTV  NBTV2,http://112.17.40.140/PLTV/88888888/224/3221226833/index.m3u8
移动IPTV  NBTV3,http://112.17.40.140/PLTV/88888888/224/3221226740/index.m3u8
移动IPTV  NBTV4,http://112.17.40.140/PLTV/88888888/224/3221226835/index.m3u8
移动IPTV  NBTV5,http://112.17.40.140/PLTV/88888888/224/3221226742/index.m3u8
 Newtv精品体育,http://112.17.40.140/PLTV/88888888/224/3221226819/index.m3u8
 Newtv精品记录,http://112.17.40.140/PLTV/88888888/224/3221226763/index.m3u8
 Newtv精品大剧,http://112.17.40.140/PLTV/88888888/224/3221226668/index.m3u8
 Newtv炫舞未来,http://112.17.40.140/PLTV/88888888/224/3221226817/index.m3u8
 Newtv金牌综艺,http://112.17.40.140/PLTV/88888888/224/3221226749/index.m3u8
 Newtv明星大片,http://112.17.40.140/PLTV/88888888/224/3221226751/index.m3u8
 Newtv惊悚悬疑,http://112.17.40.140/PLTV/88888888/224/3221226656/index.m3u8
 Newtv海外剧场,http://112.17.40.140/PLTV/88888888/224/3221226662/index.m3u8
 Newtv潮妈辣婆,http://112.17.40.140/PLTV/88888888/224/3221226666/index.m3u8
Newtv爱情喜剧,http://112.17.40.140/PLTV/88888888/224/3221226660/index.m3u8
Newtv动作电影,http://112.17.40.140/PLTV/88888888/224/3221226747/index.m3u8
 Newtv古装剧场,http://112.17.40.140/PLTV/88888888/224/3221226753/index.m3u8
 Newtv家庭剧场,http://112.17.40.140/PLTV/88888888/224/3221226642/index.m3u8
 Newtv中国功夫,http://112.17.40.140/PLTV/88888888/224/3221226759/index.m3u8
Newtv健康有约,http://112.17.40.140/PLTV/88888888/224/3221226757/index.m3u8
 Newtv军事评论,http://112.17.40.140/PLTV/88888888/224/3221226658/index.m3u8
 Newtv军旅剧场,http://112.17.40.140/PLTV/88888888/224/3221226682/index.m3u8
 Newtv农业致富,http://112.17.40.140/PLTV/88888888/224/3221226664/index.m3u8
Newtv搏击,http://112.17.40.140/PLTV/88888888/224/3221226737/index.m3u8
卫视频道,#genre#
CCTV-1综合,http://39.135.34.150:8080/000000001000/1000000001000021973/1.m3u8?channel-id=ystenlive&Contentid=1000000001000021973&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=4ef1f6fdd53988bdf19472c73151206f21vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000021973&owchid=ystenlive&owsid=1106497909461769539&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRLaQJeR5usCQMKdpIDCZAoYPt4bOuuiUwGxs8%2fKxpb7Wa3xqB26AcGEvjhx3JJlw6
CCTV-2财经,http://39.135.34.150:8080/000000001000/1000000001000012442/1.m3u8?channel-id=ystenlive&Contentid=1000000001000012442&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=4ef1f6fdd53988bdf19472c73151206f21vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000012442&owchid=ystenlive&owsid=1106497909461775063&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRknGE%2fO0VC9Co37x%2f7gMjaWYjatUfTQlAa15Ksg%2fXe8sQo%2fi5btdpzeV%2b1v4UwuHf
CCTV-3综艺,http://39.135.34.150:8080/000000001000/1000000001000011218/1.m3u8?channel-id=ystenlive&Contentid=1000000001000011218&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=4ef1f6fdd53988bdf19472c73151206f21vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000011218&owchid=ystenlive&owsid=1106497909461779572&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRrAyJU4rR1Dadw9ISEYm5oBbA9lSzNfT0W7kMLAWHUBTbBAjpiIN0Pdi%2fTRm3zPoh
CCTV-4国际,http://39.135.34.150:8080/000000001000/1000000002000031664/1.m3u8?channel-id=ystenlive&Contentid=1000000002000031664&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000031664&owchid=ystenlive&owsid=1106497909461056460&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhSaNRr4LzI3YsXQPQcGzS6VSIZXSs858JtCAdvl%2fg%2f2u5lawXOBSX%2fqESSB5FmTXS
CCTV-5体育,http://39.135.34.150:8080/000000001000/1000000001000004794/1.m3u8?channel-id=ystenlive&contentid=1000000001000004794&livemode=1&stbid=005203ff000360100001001a34c0cd33&usertoken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000004794&owchid=ystenlive&owsid=1106497909461092492&authinfo=yolxjswzzffv3fvb8mhhuelkgjklbu5h0jb3qahfse7aoraovdzdwbfnj0sxjearfiatofcd93c7ach3puyar1v%2bioi39cfseenlxp5u9ufadu6bcdl7v7ctgkugzw1d
CCTV-5+体育赛事,http://39.135.34.150:8080/000000001000/1000000001000020505/1.m3u8?channel-id=ystenlive&Contentid=1000000001000020505&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000020505&owchid=ystenlive&owsid=1106497909461103025&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRkrZ1YVus93dDbxNB4SF1DDcF4ZpIL8iGHt%2bMdt2ZAOlknlq9lyy%2fQZJVqiFUxfle
CCTV-6高清,http://39.135.34.150:8080/000000001000/1000000001000016466/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016466&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000016466&owchid=ystenlive&owsid=1106497909461115566&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRPL4aTeGJNlZwIkZROfGAKEC3iG4uOUkYNIdPRliCqBi8AjSQtKTBHB8b3LPXJcIA
CCTV-7军事农业,http://39.135.34.150:8080/000000001000/7050628689018054317/1.m3u8?channel-id=ystenlive&Contentid=7050628689018054317&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=7050628689018054317&owchid=ystenlive&owsid=1106497909461123525&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5v8WYfJSLSoSDQSshIAsx77pE15UEXEdMCmKIrL5%2f3xV22iBl6KMm%2bLcZrmbA5H1KmAD8EY%2bWAeRUs2LJ9Vxxk
CCTV-8高清,http://39.135.34.150:8080/000000001000/1000000001000003736/1.m3u8?channel-id=ystenlive&Contentid=1000000001000003736&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000003736&owchid=ystenlive&owsid=1106497909461132718&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRKhIjYL3aRNrIf2qoTcK90Bd0oe1gvWxxvd9Qs9pkD5eKCeYPeHs2GppHtnd1klhd
CCTV-9纪录,http://39.135.34.150:8080/000000001000/1000000001000014583/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000014583&owchid=ystenlive&owsid=1106497909461138654&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRh3XYVWmjehcJ6eeMnvhxAUHggQtCK8Xdm86HMC53JU75N56tG8kTzA%2fMocL0w%2bEi
CCTV-10科教,http://39.135.34.150:8080/000000001000/7019587760656900133/1.m3u8?channel-id=ystenlive&Contentid=7019587760656900133&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=7019587760656900133&owchid=ystenlive&owsid=1106497909461152716&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5DtJGdM%2bq9fDiivHNjKl%2bK%2b9%2fvTG5xUEzd4ADPtXjiSOOAPl07bvHVEc1KInbp3p%2fXrmwsjTHZ%2fLcoxEWqnCxI
CCTV-11戏曲,http://39.135.34.150:8080/000000001000/1000000002000019789/1.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000019789&owchid=ystenlive&owsid=1106497909461158507&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhUELVtb8TDQzMSm5TScAJJF9JU4YcW5z4YHYDU6y7yn5EMhEqmI%2fAHiE6j4Y95QQ6
CCTV-12社会与法,http://39.135.34.150:8080/000000001000/5325631075193490169/1.m3u8?channel-id=ystenlive&Contentid=5325631075193490169&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=5325631075193490169&owchid=ystenlive&owsid=1106497909461165978&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7Q36zc4fu7NwQ%2fn1v2mTHqagOL8gLhzmY66HLCxgy24bGH5Xn1D6yEQdwViWmtBz15WRKuKxWsf0XH20JE0dby
CCTV-13新闻,http://39.135.34.150:8080/000000001000/1000000002000021303/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000021303&owchid=ystenlive&owsid=1106497909461172796&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjht3HVAbnHsmZNUh9hfpXto6CyOW1rkA%2biXZhxwyg0QWyFIN7oKbswdBdf7iWy8vlE,http://web.hls.timetv.cn/mlive/cctv/cctv13hd.m3u8
CCTV-14少儿,http://39.135.34.150:8080/000000001000/8203666801302077036/1.m3u8?channel-id=ystenlive&Contentid=8203666801302077036&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=8203666801302077036&owchid=ystenlive&owsid=1106497909461179285&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5OdsPl7aB2c%2fh9IG5fEu5Y1yWuhr6PsL8ovQK5JmdmvjbSpXjguwCa8emDxg5lQPKN6B6go0yKDtys3NmnOM6U
CCTV-15音乐,http://39.135.34.150:8080/000000001000/1000000002000008163/1.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000008163&owchid=ystenlive&owsid=1106497909461186580&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhY20qRt7%2f617UUdZqFKeX8uE3lV%2bUYqhdkQW8TTtgMeMYnBWivLOAtJKqm6UM8Epy
CCTV-17农村农业,http://39.135.34.150:8080/000000001000/1000000005000056836/1.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000005000056836&owchid=ystenlive&owsid=1106497909461196027&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE6skxOPttMtBQzbEMb71jMrM9bNA5sjuldmGASVEj1FB1TOzqCEWAK6w%2FJbtYz8kEYu99sUSfTSd48Av%2FzOzjC1
湖南卫视,http://39.135.34.150:8080/000000001000/1000000001000009115/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000009115&owchid=ystenlive&owsid=1106497909461209970&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRJ1HPTMtmQf%2bVwcp8RojByB2Rhtn7waHVWUQ9gcJ0mHLEp3xuYtoWp3K%2bdNVn%2bMR4
北京卫视,http://39.135.34.150:8080/000000001000/1000000001000017156/1.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000017156&owchid=ystenlive&owsid=1106497909461249865&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRV7KOtBVuvtVZFLcgrBAOKYd9hOl8T7nV%2fYYLzxPrqZvxI1UedirhXiKrowSY0GL9
浙江卫视,http://39.135.34.150:8080/000000001000/1000000001000009806/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000009806&owchid=ystenlive&owsid=1106497909461218392&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRt6tuEx40ruFSJnrbh2BVWwXsEFuvV04XsE9ZOm50Z8cpDzo0JrXSxYrVj73IVRt9
江苏卫视,http://39.135.34.150:8080/000000001000/1000000001000004684/1.m3u8?channel-id=ystenlive&Contentid=1000000001000004684&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000004684&owchid=ystenlive&owsid=1106497909461243101&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaR80rubnSCCYHmxBfxTMKdNm%2bh%2bLn%2bBGibQYrxMgSwIzfH44Sn0OHT9L7pQFHxSW%2fJ
东方卫视,http://39.135.34.150:8080/000000001000/1000000001000030202/1.m3u8?channel-id=ystenlive&Contentid=1000000001000030202&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000030202&owchid=ystenlive&owsid=1106497909461236159&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaR5IXgk%2B6a%2BY1Viivj30IkCl065X8GSWgqnbGOJH69GYNl9jXWqt3b3Vkm63dGSY%2B5
安徽卫视,http://39.135.34.150:8080/000000001000/4774346722046993363/1.m3u8?channel-id=ystenlive&Contentid=4774346722046993363&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=4774346722046993363&owchid=ystenlive&owsid=1106497909461303710&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE6rtwuCbF0UBw1ECKohiyVXtAaM2LAoJTgBkO9sqSP7vGKF4XQrqmpBPeC9CblENbpBoei4M1GZJUNAFlnpSFVM
黑龙江卫视,http://39.135.34.150:8080/000000001000/8467838254824392379/1.m3u8?channel-id=ystenlive&Contentid=8467838254824392379&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=8467838254824392379&owchid=ystenlive&owsid=1106497909461358444&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5eLzTptYlaHwBbi5jFcfGGajSKACYh%2bxMIkH12jcM41WvzLTRYworzrZ3FKkyeJf%2fWTgBHYgXtjL76Tybav9u%2b
辽宁卫视,http://39.135.34.150:8080/000000001000/1000000002000024033/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000024033&owchid=ystenlive&owsid=1106497909461352974&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhQBci%2f2KtFqbPb5lYHzQlehPnBUBV7gDU5NsQ1fq2DyLArxZhG%2bC4a49jTs%2bwbEKo
深圳卫视,http://39.135.34.150:8080/000000001000/1000000001000011645/1.m3u8?channel-id=ystenlive&Contentid=1000000001000011645&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000011645&owchid=ystenlive&owsid=1106497909461286475&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRi%2fGQBc72yY6Quo0JMFE7sAOH9P3BRKKjlume5S4R4Q4D5A%2fuxi3rN%2bHd%2bNxeQD8d
广东卫视,http://39.135.34.150:8080/000000001000/1000000001000028357/1.m3u8?channel-id=ystenlive&Contentid=1000000001000028357&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000028357&owchid=ystenlive&owsid=1106497909461262352&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaROVzE3kgfqbxbWUefjzmwWM6UWM1tPF3fcVILxO8TukKPE2BY%2fTje83gAnl%2fZNkb%2b
